id;q1;q2;q3;q4;q5
94;19.67967044;9.634820988;10.2281701;11.75290439;4.752591005
95;10.29706444;19.57453312;3.99290763;14.47563775;11.26897217
96;7.299516502;14.00743731;19.51509515;8.65208635;18.47753345
97;5.749866543;8.208858309;15.91806768;5.210734966;1.195595056
98;19.26700629;12.11007747;9.852255833;3.292475723;6.494645443
99;0.230908093;12.14176018;3.500266625;3.053629322;14.7689832
100;19.05445171;18.00008621;3.990089999;16.14329947;18.84684844
101;10.57361115;15.60571708;19.20008521;16.13400605;9.345587251
102;5.610702479;9.705920331;17.77192111;10.52764218;16.13424998
103;16.44874481;6.535163542;1.698310575;4.6992282;6.269991066
104;8.507331028;7.474461646;15.05009828;0.440230139;19.98549114
105;1.483620616;1.918568472;2.128358266;3.666225932;14.75175783
106;18.98711487;18.22752123;15.38392628;2.18690188;6.880179835
107;19.82934953;2.572463046;16.64617792;6.851987355;19.55759406
108;7.542620968;4.107803879;10.27538048;1.633246071;5.021579371
109;0.356396465;0.23282984;0.060063231;3.09041225;15.99129229
110;3.828212702;7.306728513;7.547574912;0.146939169;3.374738388
111;16.52389674;4.46901654;15.15628121;14.69854965;3.606938731
112;3.010382539;13.90934087;14.67390663;13.80060464;6.210942119
113;6.790161724;5.816187623;8.263271231;12.70582007;8.874349008
114;4.556773907;11.86411022;16.21875365;19.52458509;7.252928956
115;15.44433566;1.878491763;19.78836222;17.75738881;13.47642374
116;14.95117246;19.87554814;14.025031;3.519270048;8.83332904
117;17.15710734;9.302613721;9.468863573;9.350122631;1.123566068
118;9.731670845;12.62039306;4.283618819;2.838879294;2.845430107
119;5.111829067;18.68134407;16.77060282;18.65060204;18.65496507
120;19.2579937;13.64773407;15.22543075;12.50276413;17.29623139
121;5.829063272;2.427531964;18.63166921;16.34049531;0.07582536
122;13.04403528;15.19925041;1.602887803;9.594406152;1.578331206
123;13.18989863;17.53143472;16.61383376;15.62001303;11.33280878
124;1.268234066;11.15898006;18.90243632;6.229688422;7.805308357
125;19.66855669;1.841016739;11.0064022;18.0627402;8.107329852
126;13.58662763;13.65809508;10.3336569;6.648556848;2.711667306
127;13.88395218;17.71291021;12.51264401;17.14640167;19.27730522
128;19.92170458;8.335309022;8.148307326;5.076921831;10.41999271
129;9.426559246;2.020044957;12.67199795;11.46984498;2.737344865
130;12.78039492;3.76344899;19.04859085;12.79736508;12.79544231
131;17.65187127;17.50958317;19.78197799;0.393347565;17.94777095
132;18.10464022;18.96999528;8.31435909;18.55200736;5.012918126
133;8.44873998;0.736735837;4.459280397;18.82487967;6.009937701
134;17.166324;15.97615154;0.159592124;14.82817717;15.19559768
135;4.434787689;9.097441073;10.70115909;6.964830576;12.35892568
136;7.824373311;12.07241889;4.030419725;10.84887691;0.403617681
137;1.312454412;16.35986245;3.862338723;8.55841849;16.63024816
138;18.16355161;2.537178396;12.74642817;16.57355725;18.14595523
139;7.256849687;18.99409853;15.28926987;6.446674573;5.36933953
140;7.169670623;0.386120134;7.42716854;6.627979774;11.89978889
141;8.056825028;16.03121433;15.90630791;18.79343645;19.85736452
142;8.150342312;0.742068786;9.358989366;10.6075166;4.047097545
143;17.53655441;15.924576;3.924094659;14.53802906;6.807006312
144;19.34054656;3.69808999;12.44764739;4.187123069;4.665522037
145;11.26941874;17.0596804;16.17138559;5.71535547;15.04325305
146;11.86331538;13.75507039;13.71698105;16.0784362;4.172039801
147;2.45634815;8.223224053;13.85173488;2.085715712;19.72962471
148;3.34419171;12.87635203;14.7136195;7.851398811;10.53242323
149;14.51523261;19.59826713;11.93589174;11.01959085;7.17539788
150;16.19490633;17.52964579;6.869645331;10.68679122;12.56603594
151;17.53706796;4.080741407;1.445780751;14.56282142;4.199533712
152;2.221843959;11.63924532;18.23004435;10.09212056;0.381656643
153;4.761144433;10.12108705;7.41451668;6.254805724;11.77944036
154;12.63599609;9.576917549;8.038297139;4.940215487;15.12902049
155;9.896659254;14.71291203;15.85716556;19.47132312;10.8416184
156;16.2063175;3.89944595;8.260243314;12.39955608;15.32308439
157;18.77760364;18.89873766;7.301489174;9.999382253;8.073654088
158;10.7636431;6.510214177;0.358036142;7.521752003;6.643075391
159;16.53571086;15.27702652;1.671224914;14.63856517;6.051601041
160;16.57412218;13.02439746;9.857268768;16.54990806;14.57189967
161;0.994816588;5.111441012;16.4085655;3.385997183;6.616702209
162;1.933699446;11.79855501;9.149886438;7.335450388;6.237022181
163;4.898296593;12.49644665;15.32405863;2.544366518;2.459033529
164;2.126850619;0.654873148;0.842166997;9.391420738;12.15015526
165;19.23810893;8.681741263;16.27055374;8.979385459;10.44200507
166;6.012283371;18.05683689;7.824587723;8.509608118;15.59846996
167;4.208524677;18.66228225;19.57039648;14.3373729;12.7406125
168;5.778889036;19.15733339;9.542734912;1.204453892;17.5793639
169;0.418669214;5.97276015;17.27261911;11.84634183;18.82434189
170;7.060289008;19.88165399;16.46311709;0.360260381;11.31200156
171;12.9981404;4.08273915;2.284923403;12.99147057;17.30825944
172;15.93793811;14.43470723;9.441449172;15.60129325;18.45921539
173;18.26659977;17.76015362;18.02771957;12.69961219;19.85673395
174;0.190820832;9.128723021;12.76856561;7.613510707;9.26616792
175;12.12301267;16.62842072;18.50310725;15.63680573;15.60041081
176;1.560893095;10.45910422;1.920915746;17.2047372;5.588201442
177;5.43609515;4.090110528;13.93215357;7.971667084;1.951871548
178;0.323730682;7.105811011;15.42072249;3.502191334;11.30212562
179;8.397673112;1.440996861;13.96983894;18.07746523;13.14440388
180;14.52046153;10.67964423;9.631925371;2.251617063;15.28866724
181;14.01715414;13.63506314;10.8784618;3.907342587;12.3642416
182;7.435287328;15.27264379;15.22981462;16.01206066;9.949320647
183;7.728490278;12.07059893;15.13102266;6.605544261;16.07500178
184;17.26698064;2.866795098;1.292669149;10.21303318;12.78346961
185;19.81298452;0.211920605;2.047373482;8.61132139;5.19489146
186;5.93492794;13.57510923;2.520431426;15.64774037;14.74864361
187;9.06802258;4.201741863;9.555058396;14.45712949;6.127841008
188;12.21477273;16.00793083;17.82002871;13.3417773;9.360322537
189;16.18684461;1.013120747;18.00342137;11.80363994;14.40843329
190;7.942888261;10.81776741;11.44237925;13.94261363;17.79628708
191;18.21209235;2.327337109;17.05734354;12.10058084;17.64296943
192;7.254329202;0.195150687;14.2867592;8.093678755;0.376126866
193;18.45648869;6.720988202;6.678667343;0.20861684;10.12660737
194;2.438796105;18.70025322;19.76829842;18.95450411;8.363078684
195;11.53993419;8.366207745;7.611852456;5.980967946;5.230427955
196;17.04954385;8.655158574;15.87345102;18.91162384;8.790844284
197;19.86475392;8.329313375;12.27278996;19.14336679;2.460331175
198;18.26448023;6.22608155;18.23119902;14.66475287;16.74989925
199;16.52935789;0.472817981;2.160044349;14.72989668;10.34281627
200;7.742006742;1.67367265;12.51959872;4.382398029;4.22402733
201;9.36871446;3.733224998;19.18360768;4.402689781;7.749425737
202;9.049754159;5.940727613;8.837108286;14.75860072;17.91254205
203;7.921280588;17.88312943;19.22268984;8.660432805;11.51034042
204;17.39920151;3.478017086;7.373284829;16.70251459;2.191063786
205;12.3250141;11.4081917;8.683574507;13.06102896;19.26594895
206;4.095220512;14.57763079;11.87872734;10.61427035;7.993413505
207;6.566368564;1.850975397;2.914389596;14.66135534;4.040615294
208;6.937833918;8.840872355;16.46268269;17.85437081;14.57325161
209;7.940829145;2.153251052;19.24447645;4.552638804;13.42633338
210;16.66943929;0.625483991;6.20311512;15.73409459;6.435713733
211;15.19179889;8.530574715;15.22013044;13.34196348;2.872889282
212;19.01952418;10.18229436;11.27281264;10.68392341;9.510289177
213;8.205289629;8.789120755;6.227699753;13.78348107;16.89166688
214;16.62966952;5.939646112;1.353678338;2.553190619;2.288004109
215;8.73829011;5.096238805;19.81461307;14.59994122;13.35787175
216;5.456066098;10.05070373;6.522705939;11.43929475;17.14706772
217;17.43972686;2.332417127;9.019921659;7.493526591;0.607963417
218;18.78537253;17.64055064;3.903357798;8.885937898;4.63861981
219;11.35544445;2.844262923;13.83881661;0.407807702;10.79070483
220;13.57007719;14.25041977;7.745979478;19.66560379;8.153133232
221;6.430664373;10.69609654;10.57123372;15.93180982;10.07905042
222;4.11046588;18.54941648;15.33107664;10.18738319;16.7721239
223;18.20159224;9.342111904;15.10599909;10.28307217;2.09231185
224;1.353135709;11.93593763;17.03845945;12.82911414;8.057327102
225;16.12200164;8.532477203;4.328365947;17.93928488;19.87497053
226;4.454584864;14.77426541;1.729036968;15.20651777;4.764108015
227;17.39082741;12.69893121;16.55420458;8.947728274;0.930202124
228;17.62522303;9.119295073;8.311788497;15.22078655;9.624594733
229;7.761482874;3.005787856;4.937084503;13.05691591;10.73184674
230;4.150673916;6.086756011;17.20948152;17.96078669;0.827976749
231;2.961921513;3.893084046;17.53318979;13.43287286;4.166784202
232;10.90428829;4.738376788;11.10654221;11.09476089;9.595108387
233;18.78374479;13.3652049;12.23802889;11.33456042;13.2032757
234;0.061529741;8.118177338;4.358262467;7.385895797;15.62271648
235;14.80537054;6.35162338;16.545051;12.67030398;18.07232346
236;13.30689733;10.95992479;10.55491224;12.43198293;16.06205014
237;9.10882755;6.692745479;7.813975994;0.212953628;17.636235
238;17.46162094;12.34072205;12.29161636;8.067908549;6.180584521
239;9.279599201;1.139513279;13.60041062;7.336795124;15.88803493
240;0.282484793;13.06204141;11.97580248;10.23361484;5.261380651
241;13.0010084;16.60777264;12.45667229;8.874371513;8.558944892
242;7.815031813;12.17155201;2.423271563;15.60882638;18.26274923
243;11.34952216;14.74775305;16.85003597;17.84477502;1.578306662
244;18.29032382;2.643750805;8.384240839;13.45177487;5.801444698
245;2.498187743;12.90926327;4.576562787;10.06963803;16.87786408
246;13.97837516;18.11356754;7.049361144;12.23604835;6.642515773
247;17.73243665;6.106509034;13.13976176;1.42965166;7.3738349
248;19.83768153;15.73934312;18.51008855;13.20360541;3.980939331
249;6.939203267;8.647928121;5.764181179;18.45191633;6.665784901
250;3.98428725;3.486930435;4.204561976;15.91963861;1.494334136
251;1.476204094;3.137236197;5.124342935;6.307002194;15.12203724
252;12.10053513;12.78129788;0.727407105;11.49308688;2.520835163
253;18.52749914;3.29178322;2.273865469;2.568728269;16.51166407
254;9.904125974;16.21977012;16.68076935;10.38081431;14.14824899
255;16.78744494;5.836667355;16.44960309;4.913411301;9.780283221
256;18.68879898;3.279716875;0.39357791;5.490478257;3.62424469
257;1.773812315;16.21977968;10.46579191;16.63880356;18.97347718
258;10.50841108;19.89697955;0.315867245;11.71090646;7.050851065
259;5.745666459;19.11067444;11.47357866;7.930648904;9.734782898
260;16.71652495;18.71874751;18.93763642;18.44228199;13.5715935
261;0.356098639;6.475975973;15.55800315;13.62964858;13.60736302
262;17.45526341;5.961893676;6.246188105;16.85558733;1.625866185
263;2.829941121;1.393980182;2.585237911;7.231802616;5.975867732
264;19.38880904;1.481367235;7.220053891;2.425640975;0.333006384
265;2.438253792;4.170126855;16.36187871;1.15413573;7.80095482
266;12.52713642;14.02160383;7.626168756;14.98641692;1.925714097
267;7.56782059;18.50702838;6.934207944;13.47723057;0.733066813
268;0.437202501;6.448027889;15.09925317;16.26076907;1.132043472
269;5.135636599;18.28507176;11.40307173;18.2392801;4.526883371
270;4.943019777;15.23430879;4.929799563;16.08315957;11.99166713
271;1.264754474;7.909399083;2.676667088;1.298215234;14.0314423
272;1.337766296;13.84386668;15.87163962;1.951154754;13.2596969
273;2.7288856;5.657322414;6.884758463;18.59828485;1.037929966
274;4.045374;18.96761183;2.704947326;4.798205872;12.84641924
275;3.425690382;10.01854384;8.726012502;15.06929224;14.77124019
276;9.19388324;13.8634301;0.489999837;11.60804988;16.08608954
277;6.092360297;16.60840596;14.73539824;5.324063609;5.952087688
278;1.781739516;15.22341193;17.34887468;4.007563589;11.9721229
279;5.603175018;12.7451741;11.11462435;18.236715;2.361270476
280;10.57188603;0.179843946;17.64915277;4.157154805;3.848708211
281;18.43697789;11.40727443;11.65148612;1.144373791;10.95179245
282;18.89019345;3.115667952;2.363611498;10.05603834;2.639672744
283;3.111009258;8.944084787;3.72001457;6.23733463;13.65484233
284;8.843818487;18.32778437;7.918667658;7.780539346;16.94015841
285;5.377460173;11.39958663;15.6666601;7.443319401;4.140034644
286;13.88905979;8.537530995;3.425400521;18.5074535;18.74240885
287;6.121441477;8.75316372;19.11233821;6.059486956;8.940036634
288;6.986866544;18.19789366;18.94758673;3.36672991;14.89556929
289;10.47142176;6.900214192;8.526078666;5.439478211;8.795093867
290;8.957525699;5.625494;2.816376893;16.30458358;5.2248391
291;4.818767695;15.23789872;16.02293615;16.62281376;1.111187762
292;10.57790209;0.193678561;8.837989951;16.78048368;7.894764441
293;1.59604176;0.437226316;0.16143394;16.23493409;15.40392864
294;13.4125448;0.755204104;12.21445646;11.97846467;6.268658487
295;18.09367373;18.76824674;1.348294797;11.68770828;19.52488588
296;5.375765388;0.517880804;18.13038794;7.892705886;0.82666558
297;10.06473029;11.5452052;15.01733745;8.393036023;6.939976597
298;14.35941606;5.199635174;4.029005774;3.104705349;8.142187228
299;1.065433681;11.00492114;7.481305079;1.071808579;0.841642727
